"MARKA","TSB_MODEL","SIFIR_MODEL","KAYNAK","MASTER_MODEL_ADI"
"CHEVROLET","CRUZE","","TSB",""
"CHEVROLET","EPICA","","TSB",""
"CHEVROLET","EQUINOX","","TSB",""
"CHEVROLET","EXPRESS VAN","","TSB",""
"CHEVROLET","IMPALA","","TSB",""
"CHEVROLET","LACETTI","","TSB",""
"CHEVROLET","MENLO","","TSB",""
"CHEVROLET","ORLANDO","","TSB",""
"CHEVROLET","SILVERADO","","TSB",""
"CHEVROLET","SILVERADO HIGH","","TSB",""
"CHEVROLET","SPARK","","TSB",""
"CHEVROLET","SUBURBAN","","TSB",""
"CHEVROLET","SUBURBAN LTZ","","TSB",""
"CHEVROLET","TAHOE","","TSB",""
"CHEVROLET","TAHOE RST","","TSB",""
"CHEVROLET","TRAILBLAZER","","TSB",""
"CHEVROLET","TRAX LS","","TSB",""
"CHEVROLET","TRAX LT","","TSB",""
"CHRYSLER","300","","TSB",""
"CHRYSLER","300C TOURING","","TSB",""
"CHRYSLER","GRAND VOYAGER","","TSB",""
"CHRYSLER","GRANDCHEROKEE SPOR TLINE","","TSB",""
"CHRYSLER","JEEP AVENGER 4XE","","TSB",""
"CHRYSLER","JEEP AVENGER E-HYBRID","","TSB",""
"CHRYSLER","JEEP AVENGER ELECTRIC 115KW","","TSB",""
"CHRYSLER","JEEP AVENGER ELECTRIC 115KW SUMMIT","","TSB",""
"CHRYSLER","JEEP CHEROKEE","","TSB",""
"CHRYSLER","JEEP COMPASS","","TSB",""
"CHRYSLER","JEEP COMPASS E-HYBRID","","TSB",""
"CHRYSLER","JEEP COMPASS LONGITUDE","","TSB",""
"CHRYSLER","JEEP COMPASS S1","","TSB",""
"CHRYSLER","JEEP COMPASS S1 80.YIL","","TSB",""
"CHRYSLER","JEEP COMPASS S1 LONGITUDE","","TSB",""
"CHRYSLER","JEEP COMPASS S2","","TSB",""
"CHRYSLER","JEEP COMPASS S2 LONGITUDE","","TSB",""
"CHRYSLER","JEEP G. CHEROKEE","","TSB",""
"CHRYSLER","JEEP GLADIATOR","","TSB",""
"CHRYSLER","JEEP GRAND CHEROKEE","","TSB",""
"CHRYSLER","JEEP GRAND CHEROKEE LAREDO","","TSB",""
"CHRYSLER","JEEP GRAND CHEROKEE OVERLAND","","TSB",""
"CHRYSLER","JEEP GRAND CHEROKEE OVERLAND3.0 DIZEL E6 S1","","TSB",""
"CHRYSLER","JEEP GRAND CHEROKEE SRT","","TSB",""
"CHRYSLER","JEEP GRAND CHEROKEE SUMMIT","","TSB",""
"CHRYSLER","JEEP GRAND CHEROKEE TRAILHAWK","","TSB",""
"CHRYSLER","JEEP RENEGADE","","TSB",""
"CHRYSLER","JEEP RENEGADE 1.3PHEV","","TSB",""
"CHRYSLER","JEEP RENEGADE 1.4MULTIAIR2 T.LONGITUDEPREMIUM","","TSB",""
"CHRYSLER","JEEP RENEGADE LONGITUDE","","TSB",""
"CHRYSLER","JEEP WRANGLER","","TSB",""
"CHRYSLER","JEEP WRANGLER RUBICON","","TSB",""
"CHRYSLER","JEEP WRANGLER SAHARA","","TSB",""
"CHRYSLER","JEEP WRANGLER UNLIMITED RUBICON","","TSB",""
"CHRYSLER","JEEPGRANDCHEROKEE SUMMIT","","TSB",""
"CHRYSLER","JEEPGRANDCHEROKEE TRAILHAWK","","TSB",""
"CHRYSLER","JEEPGRANDCHEROKEELIMITED","","TSB",""
"CHRYSLER","JEEPGRANDCHEROKEENIGTHEAGLE","","TSB",""
"CHRYSLER","JEEPGRANDCHEROKEEOVERLAND","","TSB",""
"CHRYSLER","JEEPRENEGADE","","TSB",""
"CHRYSLER","PACIFICA","","TSB",""
"CHRYSLER","PACIFICA PINNACLE","","TSB",""
"CHRYSLER","WRANGLER RUBICON","","TSB",""
"CITROEN","","Ami","HER İKİSİ",""
"CITROEN","BERLINGO","Berlingo","HER İKİSİ",""
"CITROEN","BERLINGO COMBI","","TSB",""
"CITROEN","BERLINGO COMBI SX","","TSB",""
"CITROEN","BERLINGO COMBI X","","TSB",""
"CITROEN","BERLINGO FEEL","","TSB",""
"CITROEN","BERLINGO FEEL BOLD","","TSB",""
"CITROEN","BERLINGO FEEL PURETECH","","TSB",""
"CITROEN","BERLINGO FEEL STIL","","TSB",""
"CITROEN","BERLINGO MAX","","TSB",""
"CITROEN","BERLINGO MAXI PANELVAN","","TSB",""
"CITROEN","BERLINGO MAXI VAN","","TSB",""
"CITROEN","BERLINGO MAXI VAN X","","TSB",""
"CITROEN","BERLINGO PANELVAN SX","","TSB",""
"CITROEN","BERLINGO PANELVAN X","","TSB",""
"CITROEN","BERLINGO SELECTION","","TSB",""
"CITROEN","BERLINGO SHINE","","TSB",""
"CITROEN","BERLINGO SHINE BOLD","","TSB",""
"CITROEN","BERLINGO SX COMBI","","TSB",""
"CITROEN","BERLINGO VAN","Berlingo Van","HER İKİSİ",""
"CITROEN","BERLINGO VAN FEEL","","TSB",""
"CITROEN","BERLINGO VAN FEEL BOLD","","TSB",""
"CITROEN","BERLINGO VAN VU FEEL X","","TSB",""
"CITROEN","BERLINGO YOU","","TSB",""
"CITROEN","C-ELLYSE FEEL","","TSB",""
"CITROEN","C-ELLYSE LIVE","","TSB",""
"CITROEN","C-ELLYSE SHINE","","TSB",""
"CITROEN","C-ELYSEE","","TSB",""
"CITROEN","C-ELYSEE FEEL","","TSB",""
"CITROEN","C-ELYSEE LIVE","","TSB",""
"CITROEN","C-ELYSEE SHINE","","TSB",""
"CITROEN","C-ELYSEE SHINE PACK","","TSB",""
"CITROEN","C1","","TSB",""
"CITROEN","C1 SX","","TSB",""
"CITROEN","C3","","TSB",""
"CITROEN","C3 AIRCROSS","C3 Aircross","HER İKİSİ",""
"CITROEN","C3 AIRCROSS FEEL","","TSB",""
"CITROEN","C3 AIRCROSS FEEL BOLD","","TSB",""
"CITROEN","C3 AIRCROSS FEEL SX","","TSB",""
"CITROEN","C3 AIRCROSS FEELSEDITION 1.2PURETECH","","TSB",""
"CITROEN","C3 AIRCROSS LIVE","","TSB",""
"CITROEN","C3 AIRCROSS MAX","","TSB",""
"CITROEN","C3 AIRCROSS SELECTION","","TSB",""
"CITROEN","C3 AIRCROSS SHINE","","TSB",""
"CITROEN","C3 ELLE","","TSB",""
"CITROEN","C3 EXLUSIVE","","TSB",""
"CITROEN","C3 FEEL","","TSB",""
"CITROEN","C3 FEEL ADVENTURE","","TSB",""
"CITROEN","C3 FEEL BOLD","","TSB",""
"CITROEN","C3 FEEL SX","","TSB",""
"CITROEN","C3 LIVE","","TSB",""
"CITROEN","C3 PICASSO","","TSB",""
"CITROEN","C3 PICASSO SX","","TSB",""
"CITROEN","C3 PICASSO X","","TSB",""
"CITROEN","C3 SELECTION","","TSB",""
"CITROEN","C3 SHINE","","TSB",""
"CITROEN","C3 SHINE PACK","","TSB",""
"CITROEN","C3 SHINE SX","","TSB",""
"CITROEN","C3 SHINE X","","TSB",""
"CITROEN","C3AIRCROSS FEELBOLDBUSINESS1.5BLUHDI","","TSB",""
"CITROEN","C3AIRCROSSEXCLUSIVE BUSIN.1.5BLUEHDI","","TSB",""
"CITROEN","C3AIRCROSSSHINE 1.2PURETECH","","TSB",""
"CITROEN","C4","C4","HER İKİSİ",""
"CITROEN","C4 CACTUS","","TSB",""
"CITROEN","C4 CACTUS FEEL","","TSB",""
"CITROEN","C4 CACTUS SHINE","","TSB",""
"CITROEN","C4 FEEL","","TSB",""
"CITROEN","C4 FEEL BOLD","","TSB",""
"CITROEN","C4 FEEL BOLD X","","TSB",""
"CITROEN","C4 MAX","","TSB",""
"CITROEN","C4 PICASSO","","TSB",""
"CITROEN","C4 SHINE","","TSB",""
"CITROEN","C4 SHINE BOLD","","TSB",""
"CITROEN","C4 SHINE PACK","","TSB",""
"CITROEN","C4 SPACETOURER FEEL","","TSB",""
"CITROEN","C4 SPACETOURER SHINE","","TSB",""
"CITROEN","C4 SPACETOURER SHINE 7K","","TSB",""
"CITROEN","","C4 X","HER İKİSİ",""
"CITROEN","C4 X FEEL","","TSB",""
"CITROEN","C4 X FEEL BOLD","","TSB",""
"CITROEN","C4 X MAX","","TSB",""
"CITROEN","C4 X SHINE","","TSB",""
"CITROEN","C4 X SHINE BOLD","","TSB",""
"CITROEN","C4 X YOU","","TSB",""
"CITROEN","C4 YOU","","TSB",""
"CITROEN","C5","","TSB",""
"CITROEN","C5 AC FEEL","","TSB",""
"CITROEN","C5 AC SHINE","","TSB",""
"CITROEN","C5 AC SHINE BOLD X","","TSB",""
"CITROEN","C5 AC SHINE PACK","","TSB",""
"CITROEN","C5 AIRCROSS","","TSB",""
"CITROEN","C5 AIRCROSS E-SERIES","","TSB",""
"CITROEN","C5 AIRCROSS FEEL","","TSB",""
"CITROEN","C5 AIRCROSS FEEL BOLD","","TSB",""
"CITROEN","C5 AIRCROSS FEEL V2","","TSB",""
"CITROEN","C5 AIRCROSS FEELBOLD","","TSB",""
"CITROEN","","C5 Aircross Hybrid","HER İKİSİ",""
"CITROEN","C5 AIRCROSS LIVE","","TSB",""
"CITROEN","C5 AIRCROSS LIVEPLUS 1.2PURETECH","","TSB",""
"CITROEN","C5 AIRCROSS MAX","","TSB",""
"CITROEN","C5 AIRCROSS SELECTION","","TSB",""
"CITROEN","C5 AIRCROSS SHINE","","TSB",""
"CITROEN","C5 AIRCROSS SHINE BOLD","","TSB",""
"CITROEN","C5 AIRCROSS SHINEBUSINESS 1.5BLUEHDI","","TSB",""
"CITROEN","C5 AIRCROSS SHINESEDITION 1.5BLUEHDI","","TSB",""
"CITROEN","C5 AIRCROSS SHINESXEDITION","","TSB",""
"CITROEN","C5 AIRCROSS START","","TSB",""
"CITROEN","C5 TOURER","","TSB",""
"CITROEN","C5 X","","TSB",""
"CITROEN","C5AIRCROSS","","TSB",""
"CITROEN","C5AIRCROSS FEEL SEDITION","","TSB",""
"CITROEN","C5AIRCROSS FEELADVENTURE","","TSB",""
"CITROEN","C5AIRCROSS SELECTION 1.2PURETECH","","TSB",""
"CITROEN","C5AIRCROSS SELECTION 1.6PURETECH","","TSB",""
"CITROEN","C5AIRCROSS SELECTIONBUSIN.1.5BLUEHDI","","TSB",""
"CITROEN","C5AIRCROSS SHINE SEDITION","","TSB",""
"CITROEN","C5AIRCROSS SHINEBOLD","","TSB",""
"CITROEN","C5AIRCROSSFEELADVENTURE","","TSB",""
"CITROEN","C5AIRCROSSSELECTIONBUSINESS","","TSB",""
"CITROEN","C5AIRCROSSSHINEBOLD 1.6PURETECH","","TSB",""
"CITROEN","C5AIRCROSSSHINEBOLD V1","","TSB",""
"CITROEN","C8","","TSB",""
"CITROEN","DS3","","TSB",""
"CITROEN","DS3 CABRIOLET","","TSB",""
"CITROEN","DS3 PERFORMANCE","","TSB",""
"CITROEN","DS3 RACING","","TSB",""
"CITROEN","DS4","","TSB",""
"CITROEN","DS4 CROSSBACK","","TSB",""
"CITROEN","DS5","","TSB",""
"CITROEN","DS5 CHICK","","TSB",""
"CITROEN","DS5 SO CHICK","","TSB",""
"CITROEN","E-C3","e-C3","HER İKİSİ",""
"CITROEN","","e-C3 Aircross","HER İKİSİ",""
"CITROEN","E-C3 AIRCROSS MAX 83KW","","TSB",""
"CITROEN","E-C3 AIRCROSS MAX 83KW UZUN MENZIL","","TSB",""
"CITROEN","E-C3 MAX 83KW","","TSB",""
"CITROEN","","e-C4","SIFIR",""
"CITROEN","E-C4 MAX","","TSB",""
"CITROEN","E-C4 SHINE","","TSB",""
"CITROEN","E-C4 SHINE BOLD","","TSB",""
"CITROEN","E-C4 SHINE BOLD 115KW","","TSB",""
"CITROEN","","e-C4 X","SIFIR",""
"CITROEN","E-C4 X MAX","","TSB",""
"CITROEN","E-C4 X SHINE BOLD","","TSB",""
"CITROEN","E-C4 X SHINE BOLD 115KW","","TSB",""
"CITROEN","E-C5 AIRCROSS","","TSB",""
"CITROEN","","ë-C5 Aircross","SIFIR",""
"CITROEN","E-C5 AIRCROSS MAX","","TSB",""
"CITROEN","GRAND C4 PICASSO","","TSB",""
"CITROEN","GRAND C4 SPORTTOURER SHINE","","TSB",""
"CITROEN","GRAND C4PICASSO","","TSB",""
"CITROEN","","Jumper","HER İKİSİ",""
"CITROEN","JUMPER FT","","TSB",""
"CITROEN","JUMPER MINIBUS 16+1 L4H2","","TSB",""
"CITROEN","JUMPER MINIBUS FT35 L4H2","","TSB",""
"CITROEN","JUMPER MINIBUS FT40 L4H2 14+1","","TSB",""
"CITROEN","JUMPER MINIBUS OKUL 16+1 L4H2","","TSB",""
"CITROEN","JUMPER MINIBUS PERSONEL 16+1","","TSB",""
"CITROEN","JUMPER OTOBUS","","TSB",""
"CITROEN","JUMPER OTOBUS 19+1 OKUL","","TSB",""
"CITROEN","JUMPER OTOBUS 19+1 PERSONEL","","TSB",""
"CITROEN","JUMPER OTOBUS LUX 17+1+1","","TSB",""
"CITROEN","JUMPER VAN","","TSB",""
"CITROEN","JUMPER VAN 13M3","","TSB",""
"CITROEN","JUMPER VAN 15M3","","TSB",""
"CITROEN","JUMPER VAN FT","","TSB",""
"CITROEN","JUMPER VAN L3H2 13M3","","TSB",""
"CITROEN","JUMPER VAN L4H2","","TSB",""
"CITROEN","JUMPER VAN L4H2 15M3","","TSB",""
"CITROEN","JUMPY","","TSB",""
"CITROEN","JUMPY COMBI 8K L1H1","","TSB",""
"CITROEN","JUMPY COMBI L1H1","","TSB",""
"CITROEN","JUMPY COMBI L2H1","","TSB",""
"CITROEN","JUMPY COMBI SPACE L3 8+1","","TSB",""
"CITROEN","JUMPY COMBI SPACETOURER BOLD 8+1","","TSB",""
"CITROEN","JUMPY COMBI SPACETOURER L3 2.0BLUHDI","","TSB",""
"CITROEN","JUMPY FT","","TSB",""
"CITROEN","JUMPY KAMYONET","","TSB",""
"CITROEN","JUMPY PANELVAN","Jumpy Panelvan","HER İKİSİ",""
"CITROEN","JUMPY PANELVAN L2","","TSB",""
"CITROEN","JUMPY PANELVAN L2 STANDART","","TSB",""
"CITROEN","JUMPY PANELVAN L2 STD","","TSB",""
"CITROEN","JUMPY PANELVAN L3","","TSB",""
"CITROEN","JUMPY PANELVAN L3 UZUN","","TSB",""
"CITROEN","JUMPY SPACE L3 8+1","","TSB",""
"CITROEN","JUMPY SPACETOURER","","TSB",""
"CITROEN","JUMPY SPACETOURER L3 8+1","","TSB",""
"CITROEN","NEMO COMBI","","TSB",""
"CITROEN","NEMO FT PANELVAN X","","TSB",""
"CITROEN","NEMO FT PANELVAN X PACK","","TSB",""
"CITROEN","NEMO PANELVAN","","TSB",""
"CITROEN","SPACETOURER","Spacetourer","HER İKİSİ",""
"CODA","ALLELECTRIC","","TSB",""
"CRRC","E-BUS E.CITY GOLD(180/350KW) 12M M3 OTOBUS","","TSB",""
"CUPRA","ATECA","","TSB",""
"CUPRA","BORN 150KW (204)","","TSB",""
"CUPRA","FORMENTOR","","TSB",""
"CUPRA","FORMENTOR VZ","","TSB",""
"CUPRA","LEON","","TSB",""
"CUPRA","TERRAMAR","","TSB",""
"DACIA","DOKKER COMBI","","TSB",""
"DACIA","DOKKER COMBI STEPWAY","","TSB",""
"DACIA","DOKKER VAN","","TSB",""
"DACIA","DUSTER","","TSB",""
"DACIA","DUSTER ADVENTURE","","TSB",""
"DACIA","DUSTER BLACK SHADOW","","TSB",""
"DACIA","DUSTER BLACKSHADOW","","TSB",""
"DACIA","DUSTER ESSENTIAL BLUE DCI","","TSB",""
"DACIA","DUSTER ESSENTIAL ECO-G","","TSB",""
"DACIA","DUSTER ESSENTIAL TCE","","TSB",""
"DACIA","DUSTER EXTREME","","TSB",""
"DACIA","DUSTER JOURNEY BLUE DCI","","TSB",""
"DACIA","DUSTER JOURNEY TCE","","TSB",""
"DACIA","DUSTER LAURATE","","TSB",""
"DACIA","DUSTER LAUREATE","","TSB",""
"DACIA","DUSTER LAUREATE 4x2","","TSB",""
"DACIA","DUSTER TECHROAD","","TSB",""
"DACIA","JOGGER","Jogger","HER İKİSİ",""
"DACIA","JOGGER ESSENTIAL","","TSB",""
"DACIA","JOGGER ESSENTIAL ECO-G","","TSB",""
"DACIA","JOGGER EXTREME","","TSB",""
"DACIA","JOGGER EXTREME ECO-G","","TSB",""
"DACIA","JOGGER EXTREME HYBRID SMART M.MODE","","TSB",""
"DACIA","JOGGER SERI LIMITE EXTREME","","TSB",""
"DACIA","JOGGER SERI LIMITE EXTREME ECO-G","","TSB",""
"DACIA","LODGY","","TSB",""
"DACIA","LODGY LAUREATE","","TSB",""
"DACIA","LODGY STEPWAY","","TSB",""
"DACIA","LOGAN","Logan","HER İKİSİ",""
"DACIA","LOGAN BLACKLINE","","TSB",""
"DACIA","LOGAN JOURNEY ECO-G","","TSB",""
"DACIA","LOGAN LAUREATE","","TSB",""
"DACIA","LOGAN LAURETA","","TSB",""
"DACIA","LOGAN MCV","","TSB",""
"DACIA","LOGAN MCV (5 KISILIK) BLACKLINE","","TSB",""
"DACIA","LOGAN MCV 5KISILIK BLACKLINE","","TSB",""
"DACIA","LOGAN MCV BLACKLINE","","TSB",""
"DACIA","LOGAN MCV LAURATE","","TSB",""
"DACIA","LOGAN MCV LAUREATE","","TSB",""
"DACIA","LOGAN PICKUP","","TSB",""
"DACIA","LOGAN VAN","","TSB",""
"DACIA","SANDERO","Sandero","HER İKİSİ",""
"DACIA","SANDERO BLACKLINE","","TSB",""
"DACIA","SANDERO ESSENTIAL TCE","","TSB",""
"DACIA","SANDERO LAUREATE","","TSB",""
"DACIA","SANDERO STEPWAY","Sandero Stepway","HER İKİSİ",""
"DACIA","SANDERO STEPWAY BLUELINEEDITION ECO-G","","TSB",""
"DACIA","SANDERO STEPWAY ESSENTIAL ECO-G","","TSB",""
"DACIA","SANDERO STEPWAY ESSENTIAL TCE","","TSB",""
"DACIA","SANDERO STEPWAY EXTREME ECO-G","","TSB",""
"DACIA","SANDERO STEPWAY EXTREME TCE","","TSB",""
"DACIA","SANDERO STEPWAY TURBO","","TSB",""
"DACIA","SANDERO TECHROAD TURBO","","TSB",""
"DACIA","SPRING EXTREME ELECTRIC","","TSB",""
"DAF","CEKICI CF","","TSB",""
"DAF","CEKICI FT","","TSB",""
"DAF","CEKICI FT CF","","TSB",""
"DAF","CEKICI FT XF","","TSB",""
"DAF","CEKICI XD","","TSB",""
"DAF","CEKICI XD G1","","TSB",""
"DAF","CEKICI XD G1 CB-XD","","TSB",""
"DAF","CEKICI XD370 SHC FT E6 (NGD)","","TSB",""
"DAF","CEKICI XF","","TSB",""
"DAF","CEKICI XF G2","","TSB",""
"DAF","CEKICI XG","","TSB",""
"DAF","CEKICI XG G3","","TSB",""
"DAF","CEKICI XG+","","TSB",""
"DAF","KAMYON CF","","TSB",""
"DAF","KAMYON FAR XF","","TSB",""
"DAF","KAMYON LF","","TSB",""
"DAF","KAMYON XB","","TSB",""
"DAF","KAMYON XD","","TSB",""
"DAF","KAMYON XDC","","TSB",""
"DAF","KAMYON XF","","TSB",""
"DAF","KAMYON XFC","","TSB",""
"DAF","KAMYON XG","","TSB",""
"DAF","KAMYON XG+","","TSB",""
"DAIHATSU","MATERIA","","TSB",""
"DAIHATSU","TERIOS","","TSB",""
"DAIHATSU","TERIOS GALAXY","","TSB",""
"DAIHATSU","TERIOS SILVER","","TSB",""
"DEVINCI","ADELE","","TSB",""
"DFM","CIFT KABIN KAMYONET (K02)","","TSB",""
"DFM","CIFT KABIN KAMYONET LB (K02)","","TSB",""
"DFM","DFM MAXIMUS CIFT KABIN KAMYONET","","TSB",""
"DFM","DFM MAXIMUS CIFT KABIN KAMYONET (1.4)","","TSB",""
"DFM","DFM MAXIMUS KAMYONET","","TSB",""
"DFM","DFM PANELVAN","","TSB",""
"DFM","MINI KAMYONET L (K01)","","TSB",""
"DFM","MINI KAMYONET LB (K01)","","TSB",""
"DFM","MINI VAN V (K06)","","TSB",""
"DFM","RICH","","TSB",""
"DFM","SUCCE","","TSB",""
"DFSK","C31 G1.5 4x2 MT PRO TEK KABIN","","TSB",""
"DFSK","C32 G1.5 4x2 MT PRO CIFT KABIN","","TSB",""
"DFSK","C35 G1.5 4x2 MT PRO KOMBIVAN","","TSB",""
"DFSK","C35 G1.5 4x2 MT PRO PANELVAN","","TSB",""
"DFSK","E5","","TSB",""
"DFSK","E5 PHEV","","TSB",""
"DFSK","EC31 E 4x2 AT PRO TEK KABIN","","TSB",""
"DFSK","EC35 E 4x2 AT PRO PANELVAN","","TSB",""
"DFSK","FENGON","","TSB",""
"DFSK","GLORY","","TSB",""
"DFSK","K01 KAMYONET","","TSB",""
"DFSK","K01H KAMYONET","","TSB",""
"DFSK","MEGA VAN","","TSB",""
"DFSK","MEGA VAN KOMBIVAN","","TSB",""
"DFSK","MIDI MAXI","","TSB",""
"DFSK","MINI MAXI","","TSB",""
"DFSK","SERES","","TSB",""
"DFSK","TWIN MAXI","","TSB",""
"DODGE/USA","CHALLANGER SRT","","TSB",""
"DODGE/USA","CHALLANGER SRT HELLCAT REDEYE","","TSB",""
"DODGE/USA","CHALLENGER","","TSB",""
"DODGE/USA","CHALLENGER R/T","","TSB",""
"DODGE/USA","CHALLENGER R/T SCAT PACK","","TSB",""
"DODGE/USA","CHALLENGER RT","","TSB",""
"DODGE/USA","CHALLENGER SRT HELLCAT","","TSB",""
"DODGE/USA","CHALLENGER SRT8 (6400)","","TSB",""
"DODGE/USA","CHALLENGER SRT8 SUPERCHARGED HELLCAT","","TSB",""
"DODGE/USA","CHARGER","","TSB",""
"DODGE/USA","CHARGER HELLCAT SRT","","TSB",""
"DODGE/USA","CHARGER RT","","TSB",""
"DODGE/USA","CHARGER SCAT PACK V8 HEMI","","TSB",""
"DODGE/USA","CHARGER SRT8 (6400)","","TSB",""
"DODGE/USA","CHARGER VII SRT HELLCAT REDEYE","","TSB",""
"DODGE/USA","DURANGO","","TSB",""
"DODGE/USA","DURANGO RT","","TSB",""
"DODGE/USA","GRAND CARAVAN","","TSB",""
"DODGE/USA","JOURNEY","","TSB",""
"DODGE/USA","RAM","","TSB",""
"DONG FENG","KAMYON CAPTAIN E STAR","","TSB",""
"DS","DS","","TSB",""
"DS","DS3 CROSSBACK","","TSB",""
"DS","DS3 CROSSBACK 1.5BLUEHDI","","TSB",""
"DS","DS7 CROSSBACK","","TSB",""
"DS","DS7 CROSSBACK BLUEHDI","","TSB",""
"DS","DS7 CROSSBACK OPERA BLUEHDI","","TSB",""
"DS","DS7 CROSSBACK OPERA E-TENSE","","TSB",""
"DS","DS7 CROSSBACK OPERA PURETCH","","TSB",""
"DS","DS7 CROSSBACK PURETECH","","TSB",""
"DS","DS7 CROSSBACK RIVOLI E-TENSE","","TSB",""
"DS","DS7 CROSSBACK RIVOLI PURETECH","","TSB",""
"DS","DS7CROSSBACK PURETECH225 EAT8 GRAND CHICOPERA","","TSB",""
"DS","DS7CROSSBACK PURETECH225 EAT8 GRANDCHICRIVOLI","","TSB",""
"DS","DS9 OPERA PURETECH","","TSB",""
"DS","DS9 PERFORMANCE LINE","","TSB",""
"DS","DS9 RIVOLI PURETECH","","TSB",""
"DS","DS9 RIVOLI+ PURETECH","","TSB",""
"DS","No4","","TSB",""
"DS","No8 ETOILE","","TSB",""
"EMT","TRACEEV ECO VAN","","TSB",""
"EMT","TRACEEV PRO VAN","","TSB",""
"EMT","TRACEEV PRO+ VAN","","TSB",""
"ETRUSCO","T","","TSB",""
"EVEASY","LIMO GSE ELEKTRIKLI OTOMOBIL (M1)","","TSB",""
"FARIZON AUTO","VE11 V6E (N1)","","TSB",""
"FAW","CA1024 V KAMYONET","","TSB",""
"FAW","CA1024 VR KAMYONET","","TSB",""
"FAW","CA5024 YA2 PANELVAN","","TSB",""
"FAW","CA5024 YA4 CAMLIVAN","","TSB",""
"FAW","JIABAO ACTIS V70","","TSB",""
"FERRARI","12CILINDRI","","TSB",""
"FERRARI","12CILINDRI SPIDER","","TSB",""
"FERRARI","296","","TSB",""
"FERRARI","458","","TSB",""
"FERRARI","488","","TSB",""
"FERRARI","599","","TSB",""
"FERRARI","812","","TSB",""
"FERRARI","849","","TSB",""
"FERRARI","AMALFI","","TSB",""
"FERRARI","CALIFORNIA","","TSB",""
"FERRARI","CALIFORNIA T","","TSB",""
"FERRARI","F12 BERLINATTA","","TSB",""
"FERRARI","F8 SPIDER","","TSB",""
"FERRARI","F8 TRIBUTO","","TSB",""
"FERRARI","FF","","TSB",""
"FERRARI","GTC4LUSSO","","TSB",""
"FERRARI","PORTOFINO","","TSB",""
"FERRARI","PUROSANGUE","","TSB",""
"FERRARI","ROMA","","TSB",""
"FERRARI","ROMA SPIDER","","TSB",""
"FERRARI","SF","","TSB",""
"FERRARI","SF90 SPIDER","","TSB",""
"FERRARI","SF90 STRADALE","","TSB",""
"FEST","E-BOX","","TSB",""
"FIAT","124","","TSB",""
"FIAT","500","","TSB",""
"FIAT","500C","","TSB",""
"FIAT","500C 3K POP","","TSB",""
"FIAT","500C ANNIVERSARIO","","TSB",""
"FIAT","500C COLLOZIONE","","TSB",""
"FIAT","500C CULT","","TSB",""
"FIAT","500C DOLCEVITA","","TSB",""
"FIAT","500C GQ TWINAIR","","TSB",""
"FIAT","500C LOUNGE","","TSB",""
"FIAT","500C POPSTAR","","TSB",""
"FIAT","500C RIVA","","TSB",""
"FIAT","500C STAR","","TSB",""
"FIAT","500E","500e","HER İKİSİ",""
"FIAT","500E 3+1 LA PRIMA BY BOCELLI 42KWH","","TSB",""
"FIAT","500E GIORGIO ARMANI","","TSB",""
"FIAT","500L","","TSB",""
"FIAT","500X","","TSB",""
"FIAT","500X POP","","TSB",""
"FIAT","500X POPSTAR","","TSB",""
"FIAT","500X SOFT TOP","","TSB",""
"FIAT","600","600","HER İKİSİ",""
"FIAT","600E BEV LA PRIMA 115KW (156)","","TSB",""
"FIAT","ABART","","TSB",""
"FIAT","ABARTH","","TSB",""
"FIAT","ABARTH 500C","","TSB",""
"FIAT","ABARTH 595C","","TSB",""
"FIAT","BRAVO","","TSB",""
"FIAT","BRAVO 5K","","TSB",""
"FIAT","BRAVO 5K SPORTS","","TSB",""
"FIAT","BRAVO S2","","TSB",""
"FIAT","BRAVO S2 EASY","","TSB",""
"FIAT","BRAVO S2 POP","","TSB",""
"FIAT","DOBLO CARGO","Doblo Cargo","HER İKİSİ",""
"FIAT","DOBLO CARGO MAXI","","TSB",""
"FIAT","DOBLO COMBI","Doblo Combi","HER İKİSİ",""
"FIAT","DOBLO COMBI EASY","","TSB",""
"FIAT","DOBLO COMBI PREMIO","","TSB",""
"FIAT","DUCATO 17+1+5 ENGELLI","","TSB",""
"FIAT","DUCATO 50C","","TSB",""
"FIAT","DUCATO KAMYONET","","TSB",""
"FIAT","DUCATO KAMYONET 2800DC","","TSB",""
"FIAT","DUCATO KAMYONET 2800DC CIFT KABIN KASALI","","TSB",""
"FIAT","DUCATO KAMYONET 3250M","","TSB",""
"FIAT","DUCATO KAMYONET 3250M SAC KASALI","","TSB",""
"FIAT","DUCATO KAMYONET 4200XL","","TSB",""
"FIAT","DUCATO KAMYONET 4200XL KASALI","","TSB",""
"FIAT","DUCATO MINI.MAXI L4H2","","TSB",""
"FIAT","DUCATO MINIBUS","","TSB",""
"FIAT","","Ducato Minibüs","HER İKİSİ",""
"FIAT","DUCATO MINIBUS (13M3)","","TSB",""
"FIAT","DUCATO MINIBUS (15M3)","","TSB",""
"FIAT","DUCATO MINIBUS 13+1","","TSB",""
"FIAT","DUCATO MINIBUS 13+1 DELUX 15M3","","TSB",""
"FIAT","DUCATO MINIBUS 13M3 14+1","","TSB",""
"FIAT","DUCATO MINIBUS 13M3 16+1","","TSB",""
"FIAT","DUCATO MINIBUS 14+1","","TSB",""
"FIAT","DUCATO MINIBUS 14+1 DELUX 15M3","","TSB",""
